66,110.25,10,0,0,0,300,1.3,1,15,0.02,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6000,NaN,1,0,1.1477e+05,40612,NaN,NaN,NaN,NaN,NaN,177.43,17.853,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
67,110.25,10,0,0,0,300,1.3,1,15,0.01,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6000,NaN,1,0,1.633e+05,60438,NaN,NaN,NaN,NaN,NaN,178.73,19.184,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
68,110.25,10,0,0,0,300,1.3,1,15,0.01,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6000,NaN,1,0,1.633e+05,60438,NaN,NaN,NaN,NaN,NaN,178.73,19.184,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
69,110.25,10,0,0,0,300,1.3,1,15,0.02,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6000,NaN,1,0,1.1477e+05,40612,NaN,NaN,NaN,NaN,NaN,177.43,17.853,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
70,110.25,10,0,0,1,300,1.3,1,15,0.02,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6000,717,1,3.2333,46752,23610,91.855,5.2013e-09,290.03,2.6006e-10,14.502,48.137,7.7628,2.6675,1.063,0.00012717,0.0259,-0.0022424,2.2744e-08,5.401e-08,8.2276e-07,9.1921e-07,9.5688e-07,1.063
71,110.25,10,0,0,1,300,1.3,1,15,0.01,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6000,881,1,3.45,53960,27322,39.206,2.2001e-09,346.02,1.1001e-10,17.301,40.168,7.3958,1.9311,1.0942,0.00024956,0.014342,0.0015027,5.5558e-08,9.9013e-08,7.9949e-07,9.426e-07,9.9226e-07,1.0941
72,110.25,10,0,0,1,300,1.3,1,15,0.007,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6000,1062,1,4.9333,75253,38054,34.515,1.2941e-09,341.62,6.4703e-11,17.081,64.001,8.1612,2.7727,1.0996,0.00017308,0.01422,0.00025932,2.82e-08,4.6929e-08,1.1117e-06,8.9601e-07,9.9226e-07,1.0995
73,110.25,10,0,0,1,300,1.3,1,15,0.005,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6000,1425,1,5.8333,98020,49562,31.312,1.2062e-09,278.94,6.0308e-11,13.947,64.211,7.6949,2.442,1.0465,0.00017983,0.014205,0.01017,4.3629e-08,5.8895e-08,1.2511e-06,9.3301e-07,9.8096e-07,1.0464
74,110.25,10,0,0,1,300,1.3,1,15,0.003,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6000,1705,1,4.2667,1.0952e+05,55594,14.138,1.7047e-09,273.88,8.5234e-11,13.694,48.266,8.2236,2.7727,1.0089,0.00047936,0.020842,0.012289,8.8372e-08,9.8961e-08,1.3107e-06,9.2927e-07,8.5949e-07,1.0094
75,110.25,10,0,0,1,300,1.3,1,15,0.02,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6000,668,1,3.1667,46752,23610,91.855,5.2013e-09,290.03,2.6006e-10,14.502,48.137,7.7628,2.6675,1.0509,9.3108e-05,0.027425,-0.0019756,2.5258e-08,7.0308e-08,1.314e-06,NaN,NaN,1.0508
76,110.25,10,0,0,1,300,1.3,1,15,0.01,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6000,809,1,2.5333,53960,27322,39.206,2.2001e-09,346.02,1.1001e-10,17.301,40.168,7.3958,1.9311,1.0683,0.0002894,0.015976,0.0050124,6.0662e-08,9.8018e-08,8.8402e-07,NaN,NaN,1.0682
77,110.25,10,0,0,1,300,1.3,1,15,0.007,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6000,1072,1,4.65,75253,38054,34.515,1.2941e-09,341.62,6.4703e-11,17.081,64.001,8.1612,2.7727,1.0678,0.00017295,0.015913,0.0046169,2.4412e-08,4.3695e-08,1.1351e-06,NaN,NaN,1.0677
78,110.25,10,0,0,1,300,1.3,1,15,0.005,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6000,1585,1,6,98020,49562,31.312,1.2062e-09,278.94,6.0308e-11,13.947,64.211,7.6949,2.442,0.98798,0.00032184,0.016119,0.018007,2.5336e-08,1.9857e-08,5.8002e-07,NaN,NaN,0.9879
79,110.25,10,0,0,1,300,1.3,1,15,0.003,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6000,3103,1,6.7,1.0952e+05,55594,14.138,1.7047e-09,273.88,8.5234e-11,13.694,48.266,8.2236,2.7727,0.91034,0.00060842,0.02499,0.019609,4.0954e-08,5.5281e-08,1.1162e-06,NaN,NaN,0.91103
80,110.25,10,0,0,1,300,1.3,1,15,0.003,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6000,3383,1,18.833,2.3558e+05,76902,21.848,6.6816e-10,147.97,3.3408e-11,7.3986,70.689,13.265,2.5013,1.0094,0.00030754,0.015196,0.015002,1.5045e-08,2.1298e-08,1.6799e-06,8.4885e-07,8.9385e-07,1.0093
