138,110.25,0,0,0,1,300,1.3,1,15,0.02,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10000,1610,1,4.3667,1.4208e+05,71258,100.35,5.5873e-09,302.15,2.7937e-10,15.107,60.712,7.4157,2.1338,-0.00078667,2.5541e-10,0.012655,-0.00036673,4.9331e-10,9.9991e-10,2.6697e-09,9.5732e-07,9.9067e-07,-0.00078667
139,110.25,10,0,0,1,300,1.3,1,15,0.02,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10000,1845,1,4.9833,1.4824e+05,74342,77.809,7.1296e-10,297.63,3.5648e-11,14.882,65.531,6.9671,2.3909,1.0006,2.4491e-15,0.05064,-0.0041949,8.3213e-10,9.83e-10,2.1652e-09,9.0714e-07,9.9244e-07,1.0006
140,110.25,15,0,0,1,300,1.3,1,15,0.02,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10000,2075,1,5.45,1.563e+05,78370,66.326,2.5433e-09,277.59,1.2716e-10,13.88,59.593,7.1779,2.3094,0.94167,1.263e-06,0.093743,0.0082928,7.7694e-10,9.9937e-10,2.6341e-09,9.2197e-07,9.9634e-07,0.94167
141,110.25,17,0,0,1,300,1.3,1,15,0.02,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10000,10000,1,57.233,1.5498e+05,77708,88.527,2.0483e-09,291.88,1.0242e-10,14.594,65.297,7.3239,2.5947,1.0328,0.07144,0.15638,-0.061336,0.00019842,0.00050249,0.0065505,2.2205e-06,0.00032016,0.95929
142,110.25,18,0,0,1,300,1.3,1,15,0.02,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10000,10000,1,52.917,1.5562e+05,78028,88.912,2.0333e-09,292.7,1.0166e-10,14.635,57.486,7.1819,2.1816,1.0793,0.091302,0.17372,-0.05402,0.0002686,0.00061391,0.0078104,3.0053e-06,0.00040214,1.039
143,110.25,0,0,0,1,300,1.3,1,15,0.01,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10000,889,1,4.6,1.7654e+05,88572,38.477,3.9195e-09,296.18,1.9598e-10,14.809,76.605,7.6466,2.5333,-5.5636e+190,Inf,3.9218e+189,4.154e+190,0.43552,0.43667,1.0964e-05,0.30862,0.46334,-1.8046e+189
144,110.25,10,0,0,1,300,1.3,1,15,0.01,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10000,10000,1,51.1,1.8113e+05,90868,40.102,4.8085e-09,318.85,2.4043e-10,15.942,61.925,7.636,2.2849,0.7116,0.0017458,0.042668,0.020885,5.4745e-06,1.6715e-05,0.00028944,7.7894e-07,1.1758e-05,0.714
145,110.25,15,0,0,1,300,1.3,1,15,0.01,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10000,10000,1,64.917,1.8811e+05,94356,37.631,3.5096e-09,303.77,1.7548e-10,15.188,67.365,7.44,3.1511,1.0905,0.063898,0.10272,-0.045632,0.00015673,0.00048871,0.0061184,2.8221e-06,0.00026981,1.0348
146,110.25,17,0,0,1,300,1.3,1,15,0.01,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10000,10000,1,67.5,1.8712e+05,93870,36.128,2.3794e-09,304.24,1.1897e-10,15.212,64.711,7.3473,3.9876,1.2503,0.058469,0.077601,-0.021418,0.00016141,0.0003947,0.0066619,2.2366e-06,0.00028232,1.2333
147,110.25,18,0,0,1,300,1.3,1,15,0.01,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10000,10000,1,71.067,1.8775e+05,94180,42.402,3.4367e-09,317.37,1.7184e-10,15.868,63.688,7.3448,2.4037,0.75325,0.18026,0.26006,-0.093274,0.0004493,0.0013418,0.012986,6.8093e-06,0.00054818,0.94577
148,110.25,0,0,0,1,300,1.3,1,15,0.007,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10000,1841,1,4.1833,1.9357e+05,97170,28.938,1.0914e-09,286.74,5.4572e-11,14.337,60.248,7.5789,3.941,-0.0049554,4.6939e-10,0.010908,-0.00052947,4.1067e-10,6.6676e-10,3.3137e-09,9.8179e-07,9.7271e-07,-0.0049554
149,110.25,10,0,0,1,300,1.3,1,15,0.007,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10000,2365,1,7.15,1.9983e+05,1.0031e+05,38.242,2.4859e-09,293.03,1.2429e-10,14.651,63.354,7.5743,2.2035,1.1031,3.5602e-15,0.019894,-0.0022594,9.9429e-10,4.6935e-10,3.7691e-09,9.3724e-07,9.8435e-07,1.1031
150,110.25,15,0,0,1,300,1.3,1,15,0.007,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10000,10000,1,81.05,2.0872e+05,1.0475e+05,33.669,2.619e-09,281.43,1.3095e-10,14.072,71.477,7.6641,2.7357,1.2101,0.029306,0.067398,-0.0029395,6.8661e-05,0.00017945,0.0030398,1.3587e-06,0.00014423,1.1693
151,110.25,17,0,0,1,300,1.3,1,15,0.007,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10000,5141,1,37.367,2.0812e+05,1.0445e+05,30.004,2.3621e-09,281.18,1.181e-10,14.059,66.039,7.6086,2.7989,0.98319,0.12673,0.17073,-0.067971,0.00026098,0.00087509,0.077238,3.7946e-06,0.00037158,1.0873
